,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
42,81,83.09217397443372,1.0,0.775636097152489,107.62519238554394,10,0.5439172228128785,174.60774259106913,1.5,0.4482181476798601,311.4917231343241,10,0.5622417542223443,52.01716484053061,10,0.3244265179629744,4.5,3.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44736,44689,dikesnet,0.0,262321137.22669458,0.0,606522.5654473716,209379725.79999262,0.00031571729739585894,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,8141790.289420016,86682896.14650115,0.003870344332590837,997200000.0,374.7387652375947
43,17,168.2778592784226,1.0,0.9980051775126915,201.5533048137156,1.0,0.028707841127874355,109.73588958778245,1.5,0.2533967249319762,244.47779448257907,1.0,0.6676430954424075,240.16829214420707,1.5,0.6111514343977087,4.5,2.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44737,44689,dikesnet,0.0,262321137.22669458,0.0,79818287.97886315,209379725.79999262,0.03663551357328837,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,3282.4741777531513
44,45,179.72524948349235,10,0.4227452480977502,54.15108133068268,1.0,0.19400079272594423,195.19891649046585,10,0.46611443848848183,150.67931694048002,1.5,0.1425194334470303,335.12554334679453,10,0.2869352116079294,1.5,3.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44738,44689,dikesnet,0.0,262321137.22669458,0.0,16604049.997766081,209379725.79999262,0.004202876026789777,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,1872793.9449183147,86682896.14650115,0.0007642602057162167,997200000.0,398.2468964242219
45,112,141.11937858698414,1.5,0.19122018685319375,273.0627242006459,1.5,0.833719978571297,272.88945400698503,1.0,0.876838323997263,143.82151012067385,10,0.3779125019654616,99.40736751216922,1.0,0.1996824515974839,2.5,4.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44739,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,36323813.34950502,86682896.14650115,0.012737774185760145,997200000.0,1171.5728350915385
46,31,78.98443410561276,1.0,0.3610094325130497,348.76573376797097,1.5,0.6050602766941741,93.38348037635487,1.5,0.343419303433321,61.66964874067354,1.0,0.33155165403965203,281.8684596130655,1.5,0.31968670074630157,4.5,3.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44740,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,1464861.4837631038,86682896.14650115,0.0007270372666923906,997200000.0,66.02414849634454
47,1,264.86137098365356,10,0.11220715698754613,166.81222773796304,1.0,0.3471784871174423,72.18610681457501,10,0.5434712259584865,252.60994180936933,10,0.5945821750001051,289.028863087679,1.0,0.7558705840415416,1.5,2.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44741,44689,dikesnet,0.0,262321137.22669458,0.0,1179792.2852972993,209379725.79999262,0.0003033275236183166,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,23.28170247879507
48,130,153.0437666704717,1.0,0.8654225605679482,96.44130424110357,1.5,0.16778439199763817,82.78583896645769,1.5,0.834801943652051,197.1276197687237,10,0.10338740688607091,201.48729835352873,1.0,0.5934398495480112,2.5,1.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44742,44689,dikesnet,0.0,262321137.22669458,0.0,12584699.971910434,209379725.79999262,0.004061028160371583,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,325.2824236175334
49,39,58.7036705705768,10,0.8908488394150588,241.28037173409737,1.5,0.20984945666263913,142.8824979206393,1.5,0.7989901973531546,80.19064915199262,10,0.8475005389317374,60.24711459544966,1.5,0.1799654610100751,4.5,1.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44743,44689,dikesnet,0.0,262321137.22669458,0.0,8292491.544827032,209379725.79999262,0.004133783552852887,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,2777486.2718618396,86682896.14650115,0.0006921431178655442,997200000.0,390.49952365692354
50,33,189.77147322255772,10,0.07222562927317809,124.77771678394063,1.5,0.11894453989871392,177.51491252377474,1.0,0.16806725109841192,349.6191845342155,1.0,0.8984694262464522,316.43330649772633,1.5,0.6316867383636443,1.5,4.5,4.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44694,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,54260749.996412896,96831107.04896954,0.07251141693402138,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
51,28,303.9312518452323,1.0,0.23690068977319,136.18332533568037,1.0,0.22246969712638948,315.64361786509596,1.5,0.12260348173603594,90.4105274374836,1.0,0.41080609166511584,147.36280013512095,1.0,0.14107640871071878,1.5,2.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44695,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,53124188.85976153,96831107.04896954,0.07025735501161176,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
52,47,271.4194965127702,1.5,0.49572346471008355,277.2147665365278,1.0,0.3955629068595206,261.26322113975607,1.5,0.4336579007116654,151.97454901148552,1.0,0.4934457397618009,271.8615867209195,1.0,0.4030255145182034,3.5,1.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44696,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,3603575.44725563,96831107.04896954,0.00796712436883947,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
53,65,213.45510977764434,10,0.47792901719830577,128.54771396458688,1.5,0.33133307777183635,328.13640459365405,10,0.03676132636923617,38.24837139225835,1.0,0.019102121178113007,207.2822539019344,10,0.9766724924347787,3.5,3.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44697,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,284896947.52718693,96831107.04896954,0.5715409098337565,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
54,74,200.87919344308727,1.5,0.5068071046266064,44.936506724373274,10,0.6836513114720781,52.13476033430027,1.5,0.4813933872675281,69.03257742442068,1.5,0.6901478386229672,157.81162375364624,10,0.9260401037951882,3.5,2.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44698,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,6005991.164490609,96831107.04896954,0.01332287436149741,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
55,131,242.49067449573005,1.0,0.3192861106102212,56.619892516658844,10,0.040052029849510916,228.64449329977379,1.0,0.9952687356442124,45.26779423040496,1.0,0.26933633468760376,103.36459107859066,1.5,0.5198432296034985,4.5,3.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44699,44690,dikesnet,0.0,192314896.29996094,0.0,8503317.162372516,222008240.46216834,0.012068199290482693,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
56,51,73.66003720284303,1.5,0.8403423788383487,194.18480670575144,1.0,0.8073651448725618,79.89573406140406,10,0.6885111128749712,166.9162319663043,1.5,0.9678252203129728,158.83894582479084,1.5,0.7201429808830216,1.5,2.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44700,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
57,97,31.00552797715897,1.5,0.5449732470159285,262.82995948443624,10,0.4789201346533496,147.29905968403645,1.5,0.9349696885303367,228.02672300455643,1.0,0.47426725259690666,90.38696818536344,10,0.6552754424405807,4.5,4.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44701,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
58,48,55.58886641643538,1.5,0.5876793943630583,236.8489138543254,1.0,0.8616720007910438,226.54167980954213,1.0,0.8174427833059833,184.30642775404164,1.5,0.7723333642191051,241.7595123116456,1.5,0.42819588714009305,1.5,4.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44702,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
59,118,331.07349914779337,10,0.927694692772735,251.11447991372359,10,0.24040915064221752,114.54708297393502,1.0,0.2685336182421264,87.01229817722822,10,0.9802086824007664,194.33659262412274,10,0.8656699419104158,3.5,4.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44703,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,19831483.23255318,96831107.04896954,0.0435226592114152,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
60,14,340.5788229500208,10,0.3338212714305996,83.75818915183933,1.0,0.2858903445432748,185.36143948107178,1.0,0.22198033685175717,176.81219271191108,10,0.22707154592043727,328.6279916651573,1.0,0.8543810244553747,1.5,2.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44704,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,32332552.284648675,96831107.04896954,0.04363510899480866,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
61,106,176.39713898264324,1.0,0.04444243579877046,157.8935586105745,10,0.9417432831949024,275.3993303132433,1.0,0.8509636272001058,257.02160329516425,1.5,0.744778542894259,173.11038414575046,10,0.7918468303062172,2.5,4.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44705,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
62,87,217.33207386752196,1.0,0.9499960139602021,320.11173789307577,1.0,0.8924875450095311,165.90759015719658,10,0.7778364366269592,163.1004777432569,1.0,0.1815992987866431,118.97021304726925,1.0,0.3495020603639613,3.5,2.5,4.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44706,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,4989247.586386378,83955065.4233552,0.005452388764066672,1053000000.0,0.0
63,63,105.4271295919039,1.5,0.7278302441715343,221.9734923356307,10,0.26864294187619386,46.52935077760149,10,0.891879591372359,325.363903055015,1.5,0.5030227150698595,252.0913340083526,10,0.37906981574514914,1.5,4.5,4.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44707,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,1934992.6828994441,83955065.4233552,0.0013009679307586421,1053000000.0,0.0
64,73,226.87993393146962,1.0,0.4467181084184424,333.2987405906827,1.0,0.43623455496369523,31.950797319328267,1.0,0.08965676168911732,214.93006107129412,1.5,0.1325079016455028,39.004603060718566,1.0,0.4444732744569553,3.5,4.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44708,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,74295243.11781216,96831107.04896954,0.1557242175361813,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
65,102,345.4996104457123,1.0,0.5647302728434286,287.58590990795545,10,0.5264734834167187,296.2251090690645,1.5,0.007968134365984739,297.5652313939778,1.5,0.5358349253818062,140.62319093151507,10,0.8010888468838431,4.5,3.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44709,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,393300941.7032252,96831107.04896954,0.951713141039913,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
66,23,110.79376033782404,1.5,0.15016072680519357,230.30013543916326,1.0,0.8421814240000691,247.37140055131954,1.0,0.3026960223013993,287.20955672818235,10,0.07361285081095928,292.6876510096763,1.5,0.13447515062806495,4.5,1.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44710,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,16273317.529425357,96831107.04896954,0.04359171544329664,0.0,54814342.723867685,0.0,19755725.28193275,83955065.4233552,0.02424745811903139,1053000000.0,0.0
67,125,127.90484189907409,1.0,0.6341653754992337,161.83165689238092,10,0.07361312261533974,250.47770143888295,10,0.4111330194016853,94.23911533731774,10,0.30246338905906633,136.9940922001125,1.5,0.27129395949205254,3.5,1.5,4.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44711,44690,dikesnet,0.0,192314896.29996094,0.0,1909361.3275811698,222008240.46216834,0.0022684881771638,5990812.4964684695,96831107.04896954,0.013262691180199624,0.0,54814342.723867685,0.0,7235472.5452303095,83955065.4233552,0.007827213100169358,1053000000.0,0.0
68,89,257.8890858973942,10,0.7555144429440759,144.83998649750782,1.0,0.49252537502760874,56.2123557156533,1.5,0.3640894564101019,104.45897705554059,1.5,0.8789793298436466,228.27758365650402,10,0.38600431804990587,4.5,1.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44712,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,7860455.6966568995,96831107.04896954,0.021120621839419935,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
69,122,42.70783537273557,10,0.27090479087908287,283.5413748357669,1.0,0.900962493598756,62.87580844682122,10,0.33862558087894334,64.6091814624008,1.5,0.8275928842481093,265.16428313043934,1.5,0.024416477953804576,1.5,3.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44713,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,9649212.586729988,96831107.04896954,0.013009285512345627,0.0,54814342.723867685,0.0,96370626.8922162,83955065.4233552,0.06597089392388396,1053000000.0,0.0
70,60,284.52731807722824,1.0,0.8264512844713489,149.6405294964567,1.5,0.44488072610802454,160.8358681750202,10,0.38471485207766093,282.5677282992927,1.5,0.3598028407235654,131.82178819118218,10,0.5319131386561282,2.5,2.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44714,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,12078398.401499355,96831107.04896954,0.02125878634582664,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
71,78,306.542684343099,1.5,0.21520540450971884,294.74020153202343,1.5,0.7438840176259647,132.6402358611376,10,0.601698679431708,207.0658176242532,1.0,0.21378056535779405,111.84203635783629,10,0.6818088673871926,1.5,4.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44715,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
72,8,228.83751055990518,1.5,0.00422796942964256,37.55375160473973,1.0,0.9365170783231797,288.7131738243147,1.0,0.7487175926861978,337.19713597322647,10,0.2906472771522387,181.19381797807483,10,0.07618703899385416,2.5,2.5,4.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44716,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,40419877.008943476,83955065.4233552,0.03424479616441859,1053000000.0,0.0
73,116,98.89359593569924,1.5,0.38913571174668105,209.89342391391654,10,0.37246568845526934,121.84170091541156,1.0,0.5671120573284424,301.76452137216904,1.5,0.0900294743447688,69.30978158235928,1.0,0.9917345348517399,3.5,1.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44717,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
74,20,253.68575299695308,10,0.7852252112521024,32.97335877346234,1.0,0.9912667812239766,337.28716073413136,10,0.6207977081902809,134.91992908763564,1.0,0.25046417250321196,81.69500011530019,1.5,0.8954399597609958,1.5,2.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44718,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
75,36,136.67119006197183,1.0,0.5368229220965572,255.85642450271507,1.5,0.6351763971186404,102.25935723884749,1.0,0.9047430796316357,177.8269693428593,1.0,0.9027736763784653,303.02215433696836,1.0,0.21541838102599642,2.5,4.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44719,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,8696167.861084234,83955065.4233552,0.007461529268223158,1053000000.0,0.0
76,83,163.84130111040793,1.0,0.0963813716140695,88.75422772634927,1.5,0.0987989220124365,210.02452536607382,1.0,0.975563865891982,274.9392703703222,10,0.3854499635001592,47.38744379294961,10,0.006624316725063806,4.5,3.5,3.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44720,44690,dikesnet,0.0,192314896.29996094,0.0,612901.6450893912,222008240.46216834,0.0008947073318599568,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,146143509.75022513,83955065.4233552,0.17041308409716843,1053000000.0,0.0
77,54,235.22308224701237,10,0.17257939161550664,203.4336941958651,10,0.4158522157938852,42.48762990396854,1.5,0.7231811529197381,317.2140340079594,10,0.02111832960178982,342.7723683161977,1.5,0.04992506089278828,3.5,2.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44721,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,45648371.58661197,83955065.4233552,0.045911248186593104,1053000000.0,0.0
78,119,118.22670449131203,10,0.6077725115106782,186.7404580617079,1.5,0.31641587387840064,336.40320678698436,1.5,0.9507431186514079,269.0928886281422,10,0.1621643857137592,274.7805624043774,1.5,0.6616820230950875,2.5,3.5,4.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44722,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
79,68,291.7435466944389,1.0,0.12524279798458676,178.68081755835706,1.5,0.7106726378479672,255.38531944266987,1.5,0.06415215340222863,191.46717862290382,10,0.7841934241851666,62.99937577251701,1.5,0.25125725115004544,4.5,1.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44723,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,162635494.04996115,96831107.04896954,0.40547888046068237,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
80,95,320.7566005997398,1.5,0.6862756157857758,66.99278855611655,10,0.9725397032822174,206.86751323680753,10,0.5399049019206053,263.8883848112238,1.0,0.7118128554183998,259.90830943328814,10,0.7057366191064149,4.5,3.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44724,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
81,4,63.6600637330148,10,0.8141345210143407,119.16504880585627,1.0,0.5876447100044631,130.85709630758117,10,0.5099841962869861,221.90571856966739,1.5,0.9349603858155953,231.39140583412396,10,0.9180435175568278,2.5,2.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44725,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
82,69,49.10069973066206,10,0.6758268067390673,328.93038113855584,1.5,0.737127944447932,344.33915550238066,1.5,0.6660857212657831,234.14053311696304,1.5,0.6482263486987102,123.80671487636124,1.0,0.08331576490741609,2.5,3.5,1.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44726,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,0.0,96831107.04896954,0.0,0.0,54814342.723867685,0.0,48246402.23848617,83955065.4233552,0.04206920132862334,1053000000.0,0.0
83,7,298.10527814299263,1.5,0.6435207171890707,80.28136914914714,1.5,0.7850699831297118,202.45115516000192,10,0.5815023082780402,120.07076248104087,1.0,0.042679844145267196,308.6850742120318,1.5,0.5576510989670879,3.5,1.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44727,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,1414126.0705607738,96831107.04896954,0.003151997670076767,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
84,111,194.14228283646938,10,0.9758390415325169,72.69277055812186,1.5,0.6613746212639907,279.9147023412851,1.0,0.284396984861346,321.9577117749716,1.0,0.7339389293973972,218.53028695178023,1.5,0.5680214252710715,3.5,4.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44728,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,9526104.89726931,96831107.04896954,0.020876956016766514,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
85,91,92.98508316055921,1.5,0.2824778594017301,301.16901829069536,10,0.7746716444117194,220.5091843869013,10,0.149462723555069,119.17692966230705,1.5,0.9436959518811024,78.92933220710941,1.0,0.4748865085496417,3.5,1.5,2.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44729,44690,dikesnet,0.0,192314896.29996094,0.0,0.0,222008240.46216834,0.0,19823248.36662695,96831107.04896954,0.043490008096819466,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
86,104,149.31700749270658,1.0,0.7099391621983554,313.43284354717775,10,0.010684066899792951,235.23775860655292,1.0,0.18643179190122713,107.71191802878295,10,0.6100452533051749,344.9573585531211,1.0,0.49791527451798,1.5,4.5,4.5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,7,7,6,7,2,2,6,6,8,9,3,0,3,8,0,44730,44690,dikesnet,0.0,192314896.29996094,0.0,36271999.439074375,222008240.46216834,0.025267345995014467,2224694.48605269,96831107.04896954,0.002963118445858171,0.0,54814342.723867685,0.0,0.0,83955065.4233552,0.0,1053000000.0,0.0
