,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
1260,44,106.88642373856243,1.0,0.10631879589349624,300.56807385656083,10,0.7853637874990332,105.65428563615271,10,0.8077138782701979,49.159490775096344,1.0,0.27520633380896536,183.84625070679044,1.5,0.2341381416594709,2.5,3.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,270,1,dikesnet
1261,128,49.93509747267386,1.0,0.5374998308935175,166.77431713193124,1.5,0.7451167428960761,308.4507305072392,1.0,0.18717073442116644,325.24109420534836,1.5,0.6918691874851441,152.08861887042875,10,0.09577236491303065,2.5,4.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,271,1,dikesnet
1262,57,311.99208083574956,1.0,0.6216322310740663,343.9295129102802,1.5,0.634463183242303,254.61890157299695,1.5,0.9695058855648684,83.90540686079291,1.5,0.7448640433525229,167.9496093946182,1.0,0.2807970860533827,2.5,4.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,272,1,dikesnet
1263,110,264.9932259306644,1.0,0.05358876481049271,211.9731773171801,1.0,0.2657442034905511,46.14944326111057,10,0.8837842760239321,102.09571762587932,1.0,0.417317610603265,274.1787963107664,1.5,0.5045390707747146,3.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,273,1,dikesnet
1264,59,35.942716950926126,1.5,0.742185879219951,50.614872693823244,1.5,0.4787256598203642,167.9256758971601,1.0,0.020748534352039258,225.06934155826298,1.0,0.6760928387669247,256.7657020454433,10,0.06974527116505036,2.5,2.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,274,1,dikesnet
1265,24,168.7292983729624,10,0.17085806269385734,35.5450462783815,10,0.351676064429426,186.88123469184217,1.0,0.5460919517950975,167.39163104567294,10,0.6880115312911464,243.62840777197906,1.5,0.47301725215308094,4.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,275,1,dikesnet
1266,96,154.27034999282426,10,0.9168084592895647,117.78157830804298,1.0,0.41916442400019993,198.85641406179747,1.0,0.6612351809079685,157.6312810810805,10,0.1352969615082167,178.98298769368066,1.0,0.7346753754644333,1.5,1.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,276,1,dikesnet
1267,17,69.37607065871704,1.0,0.9591419629122846,339.2407140444016,1.5,0.5612599442748295,103.0086652999389,1.5,0.7981991609516882,285.64475958579715,1.5,0.4844558396442008,329.35786088861494,1.0,0.06775705980746204,2.5,4.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,277,1,dikesnet
1268,66,238.48295290208677,1.5,0.9215534406725276,133.2468736949225,1.0,0.9177922125168844,336.92722344438823,1.5,0.9353768518573874,334.93465134664655,1.0,0.7313320942287779,134.69521502657022,10,0.9735370427927029,1.5,2.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,278,1,dikesnet
1269,106,152.88194099345466,1.0,0.9203221905210609,85.06732688306819,10,0.7322707964954955,112.01521710961535,1.5,0.5800754399294843,215.4746219359925,1.5,0.3290037835652139,240.80559777904912,1.0,0.6782027231856181,1.5,4.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,279,1,dikesnet
1270,19,62.52351959163497,10,0.8830073376613379,208.48012048134007,10,0.8940977373154327,212.00067441099688,1.5,0.15573753567450982,293.59948458695453,1.0,0.40511052723981467,273.9110820860509,1.0,0.12775640051364387,2.5,4.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,280,1,dikesnet
1271,101,91.79319887977965,1.0,0.07113085687483951,318.2327809692803,1.0,0.33279348335038095,193.16075441274467,10,0.0003672607180787496,177.24670479897614,1.5,0.9160330654194809,151.1140220532505,10,0.45313224919315864,3.5,1.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,281,1,dikesnet
1272,34,177.96447852323698,1.5,0.0994678594816022,270.65474758384914,10,0.2832450505796822,271.54882790252304,10,0.4498387537189177,232.2075360430065,1.5,0.6230030991585986,156.14321860658163,1.5,0.564946468167942,2.5,2.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,282,1,dikesnet
1273,98,284.6065515373079,1.5,0.0228622653599994,346.9630814277179,1.0,0.404763980327589,299.1019345973183,10,0.8109675463690876,192.2638103512082,1.0,0.6004473143925002,38.85023395647592,1.5,0.6760268233348092,4.5,3.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,283,1,dikesnet
1274,26,84.2232236537559,10,0.5584682126052956,101.7495314583822,1.5,0.7748844284671317,228.06389355906953,1.5,0.7556617469587176,309.9863291623727,10,0.10742674289936059,234.0154634118639,1.5,0.4159106609882334,1.5,4.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,284,1,dikesnet
1275,35,141.30832949568293,1.5,0.7835584890503517,295.97511059058024,1.5,0.7394702105567841,210.66387797841367,1.5,0.33124452716127856,107.99112999731118,1.0,0.31940100789315456,135.18985922473337,1.0,0.4674210803428166,1.5,1.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,285,1,dikesnet
1276,62,110.07164531596817,1.5,0.1744476819551073,236.33051114319716,10,0.18539343440365846,262.39701809196845,1.5,0.2149178066530822,346.561796963321,1.0,0.3622953269801756,207.0373923186836,1.5,0.012600848959590176,3.5,1.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,286,1,dikesnet
1277,130,113.40642255567145,10,0.8209232975266956,163.266350755206,1.5,0.6380190701993487,107.39578831757501,1.5,0.8970675287094538,154.0484840154586,10,0.4317247526337539,279.17572059542977,1.0,0.053270331970683926,4.5,3.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,287,1,dikesnet
1278,68,215.81801637234324,1.5,0.209623058387156,212.61553510878798,1.5,0.5202690272409721,48.497463602472834,1.5,0.654196708235107,186.19051485162765,1.5,0.31073972952054035,316.22536002814604,1.5,0.22455990432831285,3.5,4.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,288,1,dikesnet
1279,101,210.62353247648417,10,0.8927707478976354,271.81768454442283,1.5,0.8296759252408014,122.47423018458939,10,0.4556493425397143,37.78667007654464,10,0.20508143522901057,268.3008644419324,1.0,0.21784015965649436,4.5,2.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,289,1,dikesnet
1280,106,170.0320569721853,10,0.6100468439851641,281.7689601836119,1.5,0.8694493677980765,253.27932358088117,1.5,0.4808690870125695,341.7825830842195,10,0.19969292233658123,82.34539334780395,1.0,0.46912882859034505,2.5,1.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,290,1,dikesnet
1281,68,161.55581800490836,1.5,0.24220963785091146,231.91810610196956,10,0.893574330142048,187.45925663058983,10,0.21187984416787292,124.82883098439125,10,0.7786666094654355,302.18437612654986,1.5,0.6580716264535919,2.5,3.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,291,1,dikesnet
1282,126,114.54286104892981,1.0,0.09448042706560238,183.7969281711222,1.0,0.0436351342435133,142.0461175833058,1.0,0.9363029662868584,327.0422337418503,1.0,0.04723419821652125,215.4048822479475,10,0.32061780149165375,1.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,292,1,dikesnet
1283,108,196.22974032157768,1.5,0.957528181857725,36.82757806951401,10,0.07398394487655148,311.6602565342924,1.5,0.4074158999681739,117.58595071363963,1.0,0.6166070475102275,293.1957502780431,10,0.9374477454119396,2.5,4.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,293,1,dikesnet
1284,128,57.34943310157421,1.5,0.2247973542815233,278.3270713228079,1.0,0.3943840665203834,156.57811741794066,1.0,0.31228991080506596,216.28275954284052,1.5,0.8408524852884832,305.28915835789843,1.0,0.006116847974926289,2.5,2.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,294,1,dikesnet
1285,33,200.17405809928408,1.5,0.019249163166926923,42.45034220589598,1.0,0.8851982338360769,119.4571764419984,1.5,0.38243214198709374,222.8838789447909,10,0.6874527539989569,93.77635066569752,10,0.23695609893404398,2.5,2.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,295,1,dikesnet
1286,83,334.2766739720124,1.5,0.7270241379828248,176.25434527230095,10,0.9888543945607932,126.5864925102383,1.5,0.8573077407764517,232.48785493008347,10,0.8850101612325751,131.4397549281813,1.0,0.4649519426087309,3.5,2.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,296,1,dikesnet
1287,97,348.74840042662476,1.5,0.709807527403462,213.04902748824586,1.0,0.8395578039100142,101.99776265766094,1.5,0.8967120606438286,39.84884775773682,1.5,0.48307171586768266,333.9706610113544,1.5,0.49155579822571427,4.5,4.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,297,1,dikesnet
1288,4,42.50801576215119,10,0.6950292887766588,115.15515384739523,10,0.8048624684665863,197.07283145155597,1.5,0.23112575461759297,100.27818944372859,10,0.9132772396454055,86.91547802135906,10,0.6342340551525173,1.5,4.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,298,1,dikesnet
1289,22,266.472293280451,1.5,0.3407491265251959,63.19108497460208,1.5,0.709035904853125,287.56441716698185,1.0,0.6468962144117739,38.954414312158875,1.0,0.33034768949950644,236.68399584957922,1.0,0.3218107745293856,3.5,4.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,299,1,dikesnet
1290,6,347.1228336593881,1.0,0.23271508069173527,288.3492856665372,1.5,0.13148282697114264,174.17710993123538,10,0.731254186802686,329.0006397848988,10,0.7069235078952365,251.68158333452516,10,0.7798539238441272,2.5,1.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,300,1,dikesnet
1291,99,142.28888231239824,1.0,0.07362775649101178,30.94427526663611,1.0,0.22143368806365532,145.44227163448426,10,0.7248697307766298,299.4383969882609,1.5,0.27606738772696465,125.963526591558,10,0.5156394999914963,2.5,4.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,301,1,dikesnet
1292,62,326.71184498178764,10,0.43024149981824644,70.15403206398997,1.5,0.8862910882468275,336.76412745760996,10,0.9194926002315089,294.78523141673,10,0.25581670126141104,207.65839766862243,10,0.25740654402833996,3.5,4.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,302,1,dikesnet
1293,15,270.53339050375183,1.0,0.8349760812212396,103.32597534383451,1.5,0.31395988102106903,95.76435220213541,1.5,0.4998903937241924,36.86384541175994,1.5,0.17236732711132785,101.03903268503173,10,0.2602018214326601,2.5,2.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,303,1,dikesnet
1294,69,30.323236517968827,1.0,0.6023136880739971,221.49144493200012,10,0.2434196342259449,160.7848395626044,1.0,0.8401448160440738,347.04064054034535,10,0.7115936213135475,317.83873824707547,1.0,0.8995633984405007,1.5,2.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,304,1,dikesnet
1295,121,61.62097966661773,10,0.9612787467178456,209.87049400906602,1.0,0.5734778314459419,112.33201039917495,1.0,0.7938677760758586,169.9701182416378,10,0.9865970328278968,104.84286122738436,1.5,0.00348549123051358,1.5,3.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,305,1,dikesnet
1296,117,100.17894595369566,1.5,0.3109971550480365,129.40584413055583,1.5,0.652123141950401,118.33202325101516,1.5,0.8112674890662145,207.7070447263498,1.0,0.29685257542602683,43.674742557936725,1.0,0.2462014353033398,2.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,306,1,dikesnet
1297,128,30.65698321447115,1.0,0.11274049243086519,137.06505763778893,1.5,0.7161281249254913,127.91795767716523,1.0,0.6862836790858181,276.2843554759759,10,0.9473853863986067,311.0372473986817,10,0.6863276124208956,1.5,1.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,307,1,dikesnet
1298,71,306.18464663413994,1.0,0.5417725289344174,346.32616285002496,10,0.13816220225278783,292.3349588166081,1.5,0.09629340371597019,71.28548263394136,10,0.1227725302312732,76.24555366724809,1.0,0.85884888063426,2.5,2.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,308,1,dikesnet
1299,68,60.65912343049661,10,0.47118867327714625,90.83913546476428,1.0,0.4377753813094711,212.24847947105724,1.0,0.5189788556898939,335.9842180292218,10,0.27332969852680683,108.0216034147206,1.0,0.2358481627704389,4.5,4.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,309,1,dikesnet
1300,18,272.8126347113114,1.0,0.5891152636419527,155.45748668621098,10,0.5025343891202706,51.23784780663759,1.0,0.7306776296713936,261.22292303229125,1.5,0.3604626964569308,329.6899277071426,10,0.963833499016198,2.5,2.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,310,1,dikesnet
1301,88,149.42111662592532,1.0,0.671498695568402,57.194746993442095,10,0.5341480945508285,194.4840078104572,10,0.9682423739551952,292.69126109822105,1.5,0.8444896333504965,266.404333819771,10,0.7453349940180238,4.5,2.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,311,1,dikesnet
1302,30,290.0954583299888,1.0,0.08067887941807955,225.6497914884843,1.5,0.6431959971342532,181.78167817419,1.5,0.9639816373048371,226.44315838295373,1.5,0.5729531974916519,310.3968281937572,1.5,0.5210831186370314,4.5,2.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,312,1,dikesnet
1303,105,234.22600522089422,1.5,0.9294628049604405,36.52652787566952,10,0.7718501636253923,154.1154923543466,10,0.3497796270497244,124.01552912759605,1.0,0.9672726732591738,56.93791692217347,1.0,0.16262385754564251,4.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,313,1,dikesnet
1304,132,340.60660831261,10,0.7002754797984804,240.08431835905,10,0.25797812344322846,232.67841624946445,10,0.4922980965206383,283.6167991074784,1.0,0.7798625830884681,319.732948662824,1.0,0.840923326165536,3.5,4.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,314,1,dikesnet
1305,107,209.87110906773978,10,0.3306399813980074,286.11736764045287,1.0,0.1202257100019972,219.81364074529776,10,0.5851278826153434,68.57509228837813,1.5,0.02190282603521291,154.67317584051145,10,0.33896276121479946,3.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,315,1,dikesnet
1306,45,233.5711570355603,1.5,0.4577100086244289,241.5000685775286,1.0,0.5051506060060971,74.63089038658876,1.5,0.8717053398050324,249.9576753990721,1.5,0.7637675720318551,44.25833746283636,1.5,0.9842368262159134,1.5,3.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,316,1,dikesnet
1307,0,60.77312456357871,10,0.06109495530782832,142.20321343686686,1.5,0.07129044848899062,320.890710723314,10,0.2084841609355112,175.93726506987485,1.5,0.36429118440787484,311.59511715214785,1.0,0.7089204463620877,4.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,317,1,dikesnet
1308,111,300.31085197106864,1.0,0.08474099062058073,153.8856471973024,10,0.43435500074503014,62.34024997189488,1.5,0.8501338552759906,93.80197728611668,1.5,0.7339757405118288,274.8152270309972,10,0.1789685446448036,3.5,2.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,318,1,dikesnet
1309,89,98.58045688292349,1.5,0.48159204280585455,59.691932322547935,1.5,0.635307113134759,208.43619570104715,10,0.9580989244898831,155.8464209759818,1.5,0.7607424450111124,30.15327750842862,1.0,0.45095714947121296,1.5,3.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,319,1,dikesnet
1310,72,251.49096351929086,1.5,0.8257189672820133,234.14928097350636,1.5,0.5869527211651496,347.77202193011135,10,0.35739847899303834,270.3186218587945,1.5,0.11268463142202281,42.23806587615901,10,0.34365808448596313,1.5,1.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,320,1,dikesnet
1311,46,325.2496438604475,1.5,0.5047912027935841,303.08874217886347,10,0.04168198372526697,314.8761973119647,10,0.04554424902386039,214.6470724713543,1.0,0.14936042608727826,307.66850443082996,1.5,0.5965302088813852,1.5,2.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,321,1,dikesnet
1312,11,136.74465235894294,1.5,0.3235457052020741,169.5292518787179,1.0,0.8684738101262596,108.54070373108003,1.5,0.2941713040477369,179.47231347731633,1.0,0.8451493972892312,269.9694433517665,10,0.23773003438429438,2.5,3.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,322,1,dikesnet
1313,95,146.11235687593907,10,0.20413075441816764,325.19840433462934,10,0.7751145057729825,302.93176117865823,10,0.7944403951645076,127.65903926571129,1.5,0.6655366479764606,244.39825833992808,1.5,0.5340934009701747,2.5,4.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,323,1,dikesnet
1314,115,92.59901040222448,1.0,0.8855006720608939,346.5230547084432,1.0,0.5920546974815902,217.89507265204182,10,0.4838374902641724,58.60977161772482,1.5,0.8343344877003708,300.1602899562688,1.5,0.04066596068034282,1.5,3.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,324,1,dikesnet
1315,48,341.30673611480694,10,0.3941456427886866,325.7562864039423,1.0,0.803934639723169,80.9969765472023,1.5,0.24439529774600513,310.7542016743556,1.0,0.4681968133065899,200.12857019266943,10,0.8808271922691687,3.5,2.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,325,1,dikesnet
1316,64,194.23034078752875,10,0.22190217459242484,193.4331245662488,1.5,0.4134021810255006,304.1605676098654,10,0.5964778283787463,222.43967134679764,1.5,0.1824908836187417,148.25338699636745,1.0,0.2670326509795355,2.5,3.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,326,1,dikesnet
1317,2,165.05081794780642,1.0,0.847373781910371,215.32788795822034,1.5,0.8206370100826238,139.22300518220783,1.5,0.779074508218023,86.4153382351193,1.0,0.48010407670731203,143.41760101437657,1.5,0.8631138436071762,1.5,3.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,327,1,dikesnet
1318,58,188.47158001382735,1.5,0.6225161272738896,349.0153003520875,1.0,0.7143816980372746,340.5172243136042,10,0.050760744517704806,304.6306690146631,10,0.9801466054046138,194.58794276641396,1.0,0.41177276814567637,2.5,1.5,3.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,328,1,dikesnet
1319,120,289.48082235438756,1.5,0.7556825709144002,105.48116588861897,1.0,0.20902016357106032,115.27301768472438,1.0,0.9115189220188331,323.7686950807538,10,0.389637902087725,163.74209368311682,10,0.7073547725593159,1.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,329,1,dikesnet
1320,42,309.64862508595604,10,0.25163795278084156,349.4085272086612,1.0,0.6061478779964008,176.77490574564442,1.5,0.5782941911352197,290.1020941200917,1.0,0.7697014795425106,107.13576846458099,1.0,0.7850277483397905,4.5,1.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,330,1,dikesnet
1321,103,172.4303785487727,1.5,0.06311337055179538,124.02857736155802,10,0.8824643999407827,172.5024359507748,1.5,0.6850408609391294,347.47674889400236,1.5,0.5081615034794533,231.58112977904582,10,0.5450029385710757,3.5,3.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,331,1,dikesnet
1322,93,177.1660662368617,10,0.9316320040847684,218.61411053749703,1.5,0.8638401429149363,64.18450488690269,10,0.39216984935524396,266.9827216295554,1.0,0.7474626914486142,36.19535097357886,1.5,0.7500626257209005,3.5,1.5,2.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,332,1,dikesnet
1323,95,61.87298023500763,1.5,0.37636400522490415,30.009229768770133,1.5,0.6420308506989374,309.5344632400869,1.0,0.173246919920623,216.123328234043,1.5,0.9351278315845036,260.4724475598541,1.5,0.2720329069601521,2.5,2.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,333,1,dikesnet
1324,100,244.50089562580442,1.5,0.052602611635009386,31.37401739751313,1.5,0.8802398041276549,295.62575908807804,1.5,0.8295439692575588,202.7072699812977,10,0.6195964107943321,254.45088356619064,1.0,0.3424760834227674,3.5,1.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,334,1,dikesnet
1325,129,213.10329076894328,1.0,0.20284766413202243,183.46204058396256,1.0,0.11047838694018827,248.20722101330455,1.5,0.5726387404166954,164.7694376050298,1.0,0.39461545177616975,72.71744479630613,1.0,0.1914378008253426,1.5,3.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,335,1,dikesnet
1326,81,233.0588236512031,1.5,0.14695227777221326,209.1273838204183,1.0,0.815554777383843,326.91283458165844,1.0,0.02992720787841871,315.91124039166965,1.5,0.8338101920593084,278.6730042508814,1.0,0.3962881716134762,1.5,2.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,336,1,dikesnet
1327,7,328.1992473892267,1.0,0.944608678492896,67.54617753512565,1.5,0.8819614258406513,303.51772297029686,1.5,0.7192976538404136,112.65868825068324,10,0.8785490699776508,255.2628758433225,10,0.4455836884073201,3.5,1.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,337,1,dikesnet
1328,67,155.39930041940198,10,0.22507335889676922,273.1017915573816,1.5,0.5215843962526706,237.1085344228053,10,0.47013681982151584,190.33279208585014,1.0,0.40490314667416644,165.88562714253558,1.0,0.1508847996408103,3.5,3.5,4.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,338,1,dikesnet
1329,127,187.7382898607383,10,0.11991510084953433,340.9788754320736,10,0.061416062049548525,83.5307500302587,10,0.8498170230869979,63.70088722921571,10,0.6441639709327546,230.7232572473259,1.0,0.8194108940023536,3.5,2.5,1.5,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,3,7,2,9,0,7,3,2,10,2,3,5,8,8,0,339,1,dikesnet
