,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model,A.4 Total Costs,A.4_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
60,63,195.7786500655002,10,0.5797141426506883,325.0552348176028,1.0,0.32768166556232786,126.11830715182309,1.5,0.24548934595510213,284.51788880055074,1.0,0.038536550594001906,300.19913149123107,10,0.18572309642561752,4.5,4.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,65,0,dikesnet,34322850.04901576,0.0,862300000.0,405.40248888158555
61,117,169.577854891384,1.0,0.16140543763292958,198.7779562160497,1.5,0.40258884360605085,124.42028677758559,10,0.32450891176106444,343.0730303632816,1.0,0.10337770173807441,298.09355984348264,1.0,0.9115361496180893,3.5,4.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,66,0,dikesnet,34322850.04901576,0.0,862300000.0,190.9469504195686
62,84,340.2934567920669,1.0,0.4242863952105408,136.37735066722632,1.0,0.2690878179054607,257.9699507926512,10,0.8833392357109425,98.03073854834673,10,0.9287939257140635,281.4513398918072,1.5,0.9836267079063041,2.5,1.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,67,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
63,30,208.02165645889272,10,0.5443079947766929,280.78979737777706,1.5,0.8059098345420802,337.6517787209113,1.0,0.7339044580202427,114.08535771211419,1.0,0.5351956950190011,157.7382108711441,1.0,0.5834390287698152,2.5,1.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,68,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
64,64,282.31660796550926,10,0.46271449175638285,149.158164595322,1.0,0.5548809910992367,120.27283347345092,1.0,0.2999853175289596,245.37619089846993,1.0,0.06279616582517379,344.5273634630282,1.5,0.933296901601525,2.5,3.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,69,0,dikesnet,34322850.04901576,0.0,862300000.0,190.78103329861722
65,99,287.38315241961226,1.0,0.6450548679041832,165.1047474718253,10,0.1850493268630741,223.94023019209283,1.0,0.4679945772921569,149.90585074247514,10,0.8898291599415091,182.25046316618744,1.5,0.8369383779720653,4.5,4.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,70,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
66,16,283.99656257823176,1.0,0.3173407933039993,341.97051431046435,1.5,0.5123621745436099,154.66582927022887,10,0.501156171660365,34.80100293815951,1.0,0.5037590451347363,228.5691630659342,1.5,0.49785246813636647,2.5,4.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,71,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
67,49,336.6375037487267,10,0.5893358860502277,54.3079369649426,10,0.9275397030044418,129.27279403567826,1.5,0.39699338415299845,224.2601788560412,1.0,0.48323742521774654,314.29520407699,1.5,0.6123617702014469,1.5,4.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,72,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
68,21,173.12091788922027,1.0,0.8130181355774847,124.13572239094394,1.5,0.3681696761755404,65.73753523814324,10,0.44762108053607724,102.32851047687186,1.5,0.5467096131537427,168.8076673390877,10,0.007037093515809568,2.5,1.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,73,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
69,37,120.34885599245979,1.5,0.3512491248289983,87.36460126952821,1.5,0.03943118108303017,295.1483573424384,1.0,0.4011943251149463,303.4512653838664,1.5,0.11174363915646,326.41168227154657,10,0.5452558644630953,1.5,4.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,74,0,dikesnet,34322850.04901576,0.0,862300000.0,56.73230588772117
70,111,31.678131714231114,1.0,0.6093908901532017,336.60696865857375,10,0.2808226306592633,261.23674360389435,10,0.25335478294340735,56.37590531151264,10,0.41660429751036515,224.72307762397645,1.5,0.4155925933802537,4.5,4.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,75,0,dikesnet,34322850.04901576,0.0,862300000.0,190.03454232527278
71,25,253.39141236495166,1.0,0.7481933560786543,94.99073471690808,1.0,0.8754554793513684,349.2965773593418,1.0,0.19555745148524578,190.818110086071,1.0,0.2760091401249377,124.88782978302395,10,0.8460878712679989,4.5,1.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,76,0,dikesnet,34322850.04901576,0.0,862300000.0,587.7666956600353
72,124,346.6270767492406,10,0.006683272366042681,310.9272303548235,1.0,0.953831903886977,94.77236492716922,1.5,0.22315728261413426,338.23166344509787,1.5,0.23970889302735926,191.98037195288154,1.0,0.3600059631959335,2.5,2.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,77,0,dikesnet,34322850.04901576,0.0,862300000.0,451.9009708072732
73,30,236.6701616474325,1.0,0.852806997070161,298.5551408025618,1.5,0.21085940094372396,174.36189261599552,10,0.9971150149487341,109.9979476894132,1.0,0.8953598965413774,143.03230697501402,1.0,0.16124168351379523,1.5,3.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,78,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
74,132,188.10553107405346,1.5,0.17100938595368367,90.77236073981891,1.5,0.6182804335678391,320.20690380962554,1.5,0.09488917263318929,72.67899115957492,10,0.9172323278107684,193.98767754697485,10,0.5307312029103951,4.5,1.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,79,0,dikesnet,34322850.04901576,0.0,862300000.0,1442.5751847474335
75,21,277.40071326264103,10,0.8913800978019464,71.53729591717767,1.5,0.9865515574195447,308.0014837255769,10,0.9300042454584652,156.1176504855374,1.0,0.6300284865596891,196.5451579753348,1.0,0.7216173039010677,2.5,2.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,80,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
76,76,101.73295095612157,1.0,0.7370724581707997,161.49758790198237,10,0.04451014314095096,233.55769270260882,1.5,0.7175451347632436,277.2973877628055,1.0,0.3771156355192269,203.50222779814771,10,0.4440598873690019,3.5,2.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,81,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
77,128,241.5853786406689,1.5,0.47944615972047394,168.99675320907775,1.0,0.22128854877969867,235.99299063611733,10,0.08872350564774725,274.66002364014605,1.5,0.12816327864685584,232.16893002917047,1.0,0.9042405455342116,4.5,3.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,82,0,dikesnet,34322850.04901576,0.0,862300000.0,1501.1322884421072
78,130,70.62035489296295,1.5,0.30314989973360335,59.011951628367825,1.5,0.277300354154404,204.66039585575794,10,0.7085518252147908,184.60757409900228,10,0.6127926672092702,44.50175719835269,1.0,0.35438530871307145,1.5,3.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,83,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
79,94,220.03938750422182,1.0,0.86983476343786,177.43670973618282,10,0.7811147975054598,166.93451943924882,1.5,0.8245225599372183,253.05182168622989,1.5,0.6039096108992482,65.47003600792922,10,0.6018739549134896,3.5,4.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,84,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
80,116,301.2301717973852,1.0,0.7033090707142045,269.08630030924803,10,0.6073497506538281,57.20822265921598,1.0,0.41981975584712344,331.42631620498656,1.5,0.21825630772063037,331.5741320331857,10,0.3396191962762871,4.5,1.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,85,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
81,80,224.06071977415013,1.5,0.8099915128119645,172.57186547225774,1.0,0.35945665140905636,107.62685083208324,10,0.6680419280498536,346.6041991966353,10,0.6841347314108865,78.69496696339579,10,0.5292638160351322,4.5,4.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,86,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
82,35,116.28779088092568,1.0,0.010479406992756145,181.78899220558847,10,0.7506903671557145,189.66827310647835,1.5,0.8367134592673728,255.4875292184177,1.5,0.14048386186804387,213.84398802526616,10,0.06939473411908448,1.5,3.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,87,0,dikesnet,34322850.04901576,0.0,862300000.0,117.78621181004254
83,52,94.17434057237693,1.5,0.7559662320649057,35.1925399699666,1.0,0.3096764082323845,45.02572391336978,1.0,0.7856359760197578,287.9024428220478,10,0.31663250789993075,334.7102397957487,1.0,0.9729445156519654,4.5,4.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,88,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
84,94,145.42463524957856,1.5,0.381957492573315,235.18300759242612,1.0,0.5982550313437905,92.14565133344003,1.0,0.2701174936940548,281.919172180729,1.5,0.18662434368326442,130.6034259574751,1.0,0.1998729520872587,1.5,1.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,89,0,dikesnet,34322850.04901576,0.0,862300000.0,56.44814882012848
85,38,162.71315657876582,1.0,0.056702751734743824,229.3902043800979,10,0.9322556298413026,178.33395153226408,10,0.30252170747644846,239.60264294349915,10,0.8216764203296609,219.4114081763723,1.0,0.6733962305313551,4.5,1.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,90,0,dikesnet,34322850.04901576,0.0,862300000.0,56.6537825493546
86,14,229.1012283919849,1.5,0.49516079876149754,273.01053801601455,1.5,0.137001450012088,310.4204099187714,1.0,0.8980405256997739,178.7276373383539,1.5,0.01540860319930976,137.77095786036253,1.0,0.3731725768961774,3.5,2.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,91,0,dikesnet,37337822.90497893,0.00020560505546821475,862300000.0,249.06103738310702
87,127,47.48281473717943,1.0,0.6126779615897412,63.71289475513039,10,0.9900023051030221,328.7021445963899,1.0,0.8412203299176803,329.1217373956647,10,0.2953765817338673,72.12648107584229,10,0.6376086016559821,1.5,2.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,92,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
88,43,308.05564292167327,1.5,0.20470271795154033,51.91343267181786,1.5,0.6635823605756361,38.4909942874964,1.5,0.7522302588718104,261.8590180382839,1.5,0.8588342932317768,41.30600076750848,1.0,0.48525650934241255,3.5,2.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,93,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
89,18,182.25324172229188,10,0.9439777912783992,155.76730205282132,1.5,0.4450991405942309,171.25436049267037,1.5,0.1333550055415447,47.10771823401259,10,0.40489159975380223,284.6411326486835,10,0.741538212486733,2.5,3.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,94,0,dikesnet,34322850.04901576,0.0,862300000.0,898.1774729318204
90,12,75.8422064917885,10,0.7699110263335095,329.59282199530355,1.0,0.7628203474495233,163.14514191952728,10,0.6180690121573278,110.60197239904696,10,0.24842133562126695,309.75185385795135,1.0,0.9498399871789487,2.5,2.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,95,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
91,70,119.0213771238191,10,0.957336086256682,106.94870941108715,1.0,0.7078003790129941,159.21160574809994,10,0.9778020224341635,290.82279651115755,10,0.643704029574577,216.6285266210028,10,0.17668198773605506,2.5,2.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,96,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
92,50,98.81895883011742,1.5,0.6994444084706537,147.08149152627442,1.0,0.15847090384795445,296.2041395815003,1.5,0.9629374264906597,188.17049783814645,10,0.8329600075160535,35.21455668693242,1.5,0.2624204073304223,1.5,4.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,97,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
93,75,107.17795755256165,10,0.26961385587972014,209.12337989996877,1.5,0.8872110596494311,250.9961019258365,1.5,0.9084082756754897,66.70478429760018,10,0.985257030462683,260.1515382281294,1.0,0.463737551253004,3.5,2.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,98,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
94,73,178.69067682565597,10,0.3600360479552926,211.24513554209005,10,0.8258603246122563,343.97368895707183,1.0,0.7750549914616918,165.88516825673153,10,0.7951622395125275,211.1570104283476,1.5,0.47983910103377303,4.5,1.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,99,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
95,85,304.7780612979116,10,0.40137268914490803,194.560959870615,1.5,0.7142129113600102,98.52882579317962,1.5,0.2654224288094158,118.61311701555982,10,0.2684325383438835,171.76780963371814,10,0.789809281274588,1.5,3.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,100,0,dikesnet,34322850.04901576,0.0,862300000.0,258.59471743824645
96,105,269.96214353623054,10,0.10505709520188206,320.4056153183121,10,0.01076765149424837,279.17396398873734,10,0.20211536684930353,293.4562642066379,1.5,0.3439350047823348,175.16365487813997,1.0,0.3029799737430385,4.5,2.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,101,0,dikesnet,34322850.04901576,0.0,862300000.0,900.5291054962323
97,79,85.27072652949442,1.5,0.6285273796983439,346.74825794823494,1.5,0.5616557291444053,231.51131290221585,10,0.8711327380989997,258.80246984469903,10,0.08387656180480928,133.35570953226804,10,0.43765536887996,4.5,2.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,102,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
98,5,49.88054103613572,10,0.030451930842764326,233.4709537069713,10,0.07527986449305486,32.716487252618016,1.5,0.2143274687588991,228.93826146109188,1.5,0.5624596680229468,128.8848902434972,1.0,0.4219382682470106,2.5,1.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,103,0,dikesnet,34322850.04901576,0.0,862300000.0,402.3375749388914
99,78,320.66407087766447,10,0.9098388190165266,306.2988617241972,1.5,0.14813530111691953,272.98479171264364,1.5,0.008432963601199004,335.6912554647425,1.0,0.39640109381286004,36.76830930617134,1.0,0.7518038939993157,3.5,2.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,104,0,dikesnet,34322850.04901576,0.0,862300000.0,35861.93693686542
100,112,323.7087794800057,10,0.19186803876401917,332.7422515160092,1.5,0.0627078637027961,330.89411471931186,10,0.5651165735748345,80.48068017971403,1.5,0.9663326090647693,266.79765574170415,1.5,0.892979773627797,1.5,3.5,1.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,5,1,dikesnet,50346299.58309312,0.0,1147700000.0,1332.1397891937013
101,119,332.3798468396365,1.5,0.9792125832950849,242.51801699396253,10,0.05542693174237828,226.7729518670093,10,0.9224419089082839,104.1599708318904,10,0.6620817296180019,178.86805368064896,1.5,0.38536784320567075,1.5,4.5,4.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,6,1,dikesnet,50346299.58309312,0.0,1147700000.0,1733.552844467164
102,97,62.950704708123936,1.0,0.43053936387795705,200.85093547861678,1.5,0.7788156666526891,81.49491975117228,10,0.551829039822372,139.7869790066116,1.5,0.7115651085535426,278.5373165140575,10,0.6876808612722245,1.5,4.5,2.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,7,1,dikesnet,50346299.58309312,0.0,1147700000.0,0.0
103,59,124.87725656751596,10,0.9822207537697687,257.15325461610354,1.0,0.19213033833559634,51.97612847749876,1.5,0.03754761191955804,199.45821121788993,1.0,0.9753800082161344,304.39116678267374,1.5,0.7790642207110117,3.5,4.5,3.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,8,1,dikesnet,50346299.58309312,0.0,1147700000.0,3820.0874240149624
104,62,309.44191690902557,1.0,0.595158632338755,348.1151320830021,10,0.08623181893877763,134.0211803095165,10,0.6926026297669419,175.50146706168954,10,0.43902646335341994,152.3889614347696,1.5,0.8766151606800474,4.5,3.5,2.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,9,1,dikesnet,50346299.58309312,0.0,1147700000.0,830.4364633940015
105,101,258.8473181628275,1.0,0.881115908169807,40.60677282719724,1.0,0.4787852684111362,250.69832015675883,1.0,0.8148743228798102,220.01805410565134,1.5,0.6936604904821303,77.57565236075487,1.5,0.5164904070913418,2.5,3.5,3.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,10,1,dikesnet,50346299.58309312,0.0,1147700000.0,0.0
106,10,313.8060968305427,1.5,0.5190282597755564,67.49277607526308,1.5,0.906662560800433,283.964103172061,10,0.23414655385540042,227.16975190310865,1.0,0.15008648736500932,147.68806244712636,1.0,0.020371121811143422,2.5,1.5,1.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,11,1,dikesnet,50346299.58309312,0.0,1147700000.0,5839.482538958819
107,55,275.61318553120054,1.5,0.28957565484254766,101.8505675866484,10,0.6245596023400504,144.55651464561052,1.5,0.11667832604740198,194.12411792272883,10,0.47055788536501575,57.78258431075146,1.5,0.20912602326728605,4.5,1.5,3.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,12,1,dikesnet,50346299.58309312,0.0,1147700000.0,489.09649435250026
108,96,214.1558992710619,1.0,0.4438643627937734,120.02420996850502,1.5,0.38976264207578004,155.3364991234938,1.0,0.5795699211771815,270.84692737488604,10,0.7684442665030121,202.47696370189112,1.0,0.9997628299589951,4.5,3.5,3.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,13,1,dikesnet,50346299.58309312,0.0,1147700000.0,18.040819399253767
109,106,36.09965882768064,1.0,0.8437611089454768,111.46319334624424,1.5,0.8564151543020005,116.98797931548515,1.5,0.3716465069698032,44.834738539369596,1.0,0.7334228203699584,94.27893401990546,10,0.21465634792736996,3.5,1.5,4.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,14,1,dikesnet,50346299.58309312,0.0,1147700000.0,568.6282674290177
110,67,42.07838189699705,1.0,0.131934831603631,135.53694879441557,10,0.9160213033369548,299.72834863834584,10,0.9564201361918335,264.6106996049883,1.5,0.49694907260331916,186.06242511894848,1.5,0.5949743039212658,3.5,2.5,3.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,15,1,dikesnet,50346299.58309312,0.0,1147700000.0,0.0
111,129,72.6832418704494,1.0,0.3295838231220585,131.168176310033,1.5,0.4377587999329904,76.89777997319061,1.0,0.34505062028700684,210.5756105208547,1.5,0.9326592178960268,250.17987918462694,1.5,0.3164092996076156,2.5,4.5,2.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,16,1,dikesnet,50346299.58309312,0.0,1147700000.0,0.0
112,115,211.31677087553896,1.5,0.22511929108139936,337.67352122587175,10,0.842046703263983,239.15353507666998,1.5,0.5309447766437217,90.47283992754241,10,0.9513434060935941,85.49834748193209,1.5,0.345246896659814,3.5,2.5,1.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,17,1,dikesnet,50346299.58309312,0.0,1147700000.0,53.798717920074814
113,88,205.859575198196,10,0.7789171424663649,105.074970010486,1.5,0.738746828907628,242.34942921416086,10,0.9895873116558022,201.58553932418107,1.5,0.28581783858778126,89.11795996880261,1.5,0.2876838014083175,2.5,3.5,1.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,18,1,dikesnet,50346299.58309312,0.0,1147700000.0,52.329257075053135
114,26,266.3955126719108,10,0.45287006978800665,55.726267029342914,1.0,0.9720862485663337,62.808321417486674,10,0.5928302414919929,138.14030328035517,10,0.8723100625090942,306.9772392755276,10,0.6616386062148519,3.5,1.5,4.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,19,1,dikesnet,50346299.58309312,0.0,1147700000.0,0.0
115,4,55.05093741635308,1.5,0.15951314303099198,317.1293864356583,1.0,0.46019730758199395,313.56689621735876,1.0,0.14257192684694214,248.43473370494152,1.5,0.026551692734244264,291.3110860141108,1.0,0.08736167194410221,1.5,4.5,3.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,20,1,dikesnet,50346299.58309312,0.0,1147700000.0,1709.4069176399382
116,33,296.3298284106431,1.5,0.024070176559328263,216.53670003743974,1.5,0.8902896468604616,59.80493431100743,10,0.8592285805437075,309.6164559149697,1.0,0.7449078191977483,261.79326070096806,1.0,0.29404493427525147,2.5,3.5,1.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,21,1,dikesnet,50346299.58309312,0.0,1147700000.0,395.65819626687545
117,104,159.77904591561798,1.5,0.5019329380986787,221.300796123748,1.5,0.2422189037744849,110.5686239697514,1.0,0.013226223442267367,305.7764184000531,1.0,0.17275178566738653,115.52938920278888,10,0.12914238245335669,1.5,2.5,1.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,22,1,dikesnet,50346299.58309312,0.0,1147700000.0,12971.554888534916
118,72,139.33474388041336,1.5,0.14635776954450774,47.782969492880795,10,0.20721143875903122,150.57396647789216,10,0.4888765674445389,296.04992060323065,1.0,0.19141508107941874,269.9070792900758,10,0.254219664533511,2.5,2.5,1.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,23,1,dikesnet,50346299.58309312,0.0,1147700000.0,185.13461259253057
119,114,133.38499312565287,1.5,0.5578147060410971,213.0524264017409,10,0.9419868663066271,323.2078150039508,1.0,0.9487836936913278,315.387525654933,1.5,0.09570724371198948,206.0934925573663,10,0.051629521327305423,2.5,2.5,4.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,24,1,dikesnet,50346299.58309312,0.0,1147700000.0,2742.627814402189
120,19,105.648658568685,10,0.1192519954122838,303.9761444378282,1.0,0.37639558316062616,193.08396191819315,1.0,0.1037998519971508,49.69050615938128,1.0,0.006854547688808146,321.8524612560993,1.0,0.4064830798467023,1.5,3.5,3.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,25,1,dikesnet,53031727.269548684,0.0003458671248264509,1147700000.0,652.2484977328241
121,7,270.1016734498628,1.0,0.3401373838814128,159.7175290572904,1.0,0.33189587336230925,84.77551339195244,1.5,0.5840724762553935,235.29329439587443,1.0,0.6758835940582916,251.8906346259078,10,0.9614603008950001,2.5,2.5,3.5,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,9,1,3,3,8,10,3,6,6,7,3,9,4,2,5,1,26,1,dikesnet,50346299.58309312,0.0,1147700000.0,60.42499754465404
